Class,CLASS2639,CLASS2641,CLASS2648,CLASS2650,CLASS2651,CLASS2652,CLASS2653,CLASS2655,CLASS2656,CLASS2657
CC,0,0,0,3.2980972515856237,37.686832740213525,0,0,0,0,0
CD,0,0.44776119402985076,0,0.38054968287526425,0,0,0,1.7123287671232876,0.21327014218009477,3.1784841075794623
DT,0,0,4.4959128065395095,3.8477801268498943,0,0.46669495120916415,0.7389162561576355,1.5410958904109588,0.5213270142180095,77.04767726161369
EX,0,0,0,0,0,0,3.74384236453202,0,0,0
FW,0,0,0,0,0,0.0848536274925753,0,0,0,0
IN,0,1.5920398009950247,60.3542234332425,0.9302325581395349,2.4555160142348753,1.8667798048366566,0,0.09784735812133072,5.04739336492891,0
JJ,36.77859391395592,7.164179104477612,1.407811080835604,0.3382663847780127,0.21352313167259787,1.7394993635977938,1.1330049261083743,12.181996086105675,2.7251184834123223,0.3361858190709046
JJR,0.2098635886673662,3.482587064676617,0,0,0,0,0,0.3913894324853229,0.35545023696682465,0
JJS,0,0.09950248756218905,0.045413260672116255,0,0,0,0.09852216748768472,1.0273972602739725,0,0
MD,0,0,0,0,0,8.103521425540942,0,0,4.691943127962086,0
NN,28.174186778593914,33.681592039801,1.589464123524069,5.07399577167019,3.523131672597865,2.036487059821807,1.7241379310344827,38.7720156555773,8.981042654028435,0.27506112469437655
NNP,3.2004197271773345,3.731343283582089,0.5222524977293369,20.930232558139537,1.2099644128113878,1.0182435299109036,3.103448275862069,20.69471624266145,1.9905213270142181,0
NNPS,0,0,0,0,0,0.0848536274925753,0,0.09784735812133072,0,0
NNS,3.777544596012592,11.54228855721393,0.4087193460490463,0.5496828752642706,0.3558718861209964,1.2728044123886295,0.3448275862068966,10.078277886497064,2.227488151658768,0
PRP,0.2098635886673662,2.0398009950248754,0.18165304268846502,32.600422832980975,0,0.1697072549851506,66.69950738916256,0,6.943127962085308,0
PRP$,0,0,0,0,0,0,0,0.22015655577299412,0,17.69559902200489
RB,17.57607555089192,12.139303482587065,3.6557674841053585,21.691331923890065,5.765124555160142,3.266864658464149,4.433497536945813,2.7886497064579254,7.109004739336493,0.061124694376528114
RBR,0,0,0,0,0,0,0,0,0.09478672985781991,0
RBS,0,0,0,0,0,0,0,0.22015655577299412,0,0
RP,0,0,4.6094459582198,0,0,3.1395842172252864,0,2.886497064579256,0,0
TO,0,0,16.575840145322434,0,0,0,0,0,0,0
UH,0,0,0,0.21141649048625794,0,0,0.6896551724137931,0,0,0
VB,0.6295907660020986,2.7860696517412937,1.021798365122616,0.6765327695560254,3.807829181494662,0.975816716164616,0,0.3913894324853229,22.180094786729857,0.7946210268948656
VBD,0.944386149003148,5.5721393034825875,2.2252497729336964,1.733615221987315,24.94661921708185,60.37335596096733,0.541871921182266,1.36986301369863,6.327014218009479,0.061124694376528114
VBG,2.728226652675761,5.124378109452736,1.3169845594913716,0.9302325581395349,1.8505338078291813,2.0789138735680948,1.1822660098522169,0.8806262230919765,10.568720379146919,0.1528117359413203
VBN,1.7313746065057714,3.084577114427861,0.49954586739327883,1.1839323467230445,0.3558718861209964,4.115400933389902,0.7881773399014778,0.8561643835616438,3.9336492890995256,0.09168704156479218
VBP,0.472193074501574,0.3980099502487562,0.20435967302452315,0,0.0711743772241993,0.3394145099703012,0.1477832512315271,0.07338551859099804,9.312796208530806,0
VBZ,0.3147953830010493,1.691542288557214,0.4541326067211626,0,0.7473309608540926,5.8124734832414084,0.49261083743842365,0.22015655577299412,0.6872037914691943,0
WDT,0.2098635886673662,0,0,0,0,0,2.4630541871921183,0,0,0
WP,0,0,0,0,0,0,9.655172413793103,0.04892367906066536,0,0
WP$,0,0,0,0,0,0.12728044123886295,0,0,0,0
WRB,0,0,0,1.733615221987315,5.800711743772242,0,0,0.04892367906066536,0,0

Focus,49.52094541823937,39.246926105121204,62.11616695656744,44.610858381549875,50.28179665260091,62.22771913334948,68.19229262284142,46.47245542165802,29.710298544670554,78.7327988928986

Adjective,36.98845750262329,10.746268656716419,1.4532243415077202,0.3382663847780127,0.21352313167259787,1.7394993635977938,1.2315270935960592,13.60078277886497,3.080568720379147,0.3361858190709046
Adverb,17.57607555089192,12.139303482587065,3.6557674841053585,23.42494714587738,11.565836298932384,3.266864658464149,4.433497536945813,3.057729941291585,7.203791469194313,0.061124694376528114
Conjunction,0,0,0,3.2980972515856237,37.686832740213525,0,0,0,0,0
Determiner,0.2098635886673662,0,4.4959128065395095,3.8477801268498943,0,0.46669495120916415,3.2019704433497536,1.5410958904109588,0.5213270142180095,77.04767726161369
GrammarOther,0,0,4.6094459582198,0,0,11.243105642766228,3.74384236453202,2.886497064579256,4.691943127962086,0
