Class,CLASS2636,CLASS2642,CLASS2648,CLASS2650,CLASS2652,CLASS2653,CLASS2654,CLASS2655,CLASS2656,CLASS2657
CC,0,2.191626861477943,0,0,22.966818477553677,0,0,0,0,0
CD,0,2.9221691486372574,0,1.1442924923248674,0.32530904359141183,0,0.2840012622278321,1.0269121813031163,0.10830324909747292,0
DT,1.6763848396501457,74.76819331272829,0,0,0.8458035133376708,7.390953150242327,0.4733354370463868,0,0,0
EX,0,0,0,0,0,0,2.398232881035027,0,0,0
FW,0,0,0,0,0,0.08077544426494346,0,0,0,0
IN,0.2915451895043732,0,9.013716525146963,0.08372871895060005,11.776187378009109,0,8.86715052066898,0,0,58.11606391925989
JJ,11.29737609329446,1.0115200899128969,1.2410189418680602,24.253418922690486,1.257861635220126,8.279483037156703,0,6.975920679886685,0,1.9624334174376226
JJR,0.2915451895043732,0,0,0.6698297516048004,0,0,0,2.1954674220963173,0.5415162454873645,0
JJS,0,0.2809778027535825,0,0.8931063354730673,0.04337453914552158,0,0,0.141643059490085,0,0
MD,0,0,0,0,0,0.6058158319870759,0,0,13.501805054151625,0
NN,14.941690962099125,0.5057600449564484,7.315480078380143,27.742115545632153,3.8820212535241816,4.806138933764135,1.7671189649731776,62.46458923512748,1.227436823104693,2.1867115222876365
NNP,3.206997084548105,0.08429334082607474,3.7230568256041803,23.025397711415017,6.137497289091303,0.36348949919224555,12.5591669296308,2.6558073654390935,0.2527075812274368,0.112139052425007
NNPS,0,0,0,0.055819145967066705,0,0.08077544426494346,0,0.0708215297450425,0,0
NNS,6.122448979591836,0.14048890137679124,2.6779882429784454,8.958972927714207,1.257861635220126,1.9789983844911148,0,10.339943342776204,0.2527075812274368,0.8690776562938043
PRP,16.909620991253643,0,6.923579359895493,0,0.08674907829104316,0,67.05585358157148,0,0,0.224278104850014
PRP$,0,16.268614779432426,0,0,0.1951854261548471,0,0,0,0,0
RB,22.740524781341108,0.9834223096375386,0.7184846505551926,5.58191459670667,13.250921708956842,21.93053311793215,0.1577784790154623,2.0184135977337108,6.534296028880866,1.2054948135688253
RBR,0.1457725947521866,0,0,0,0,0.08077544426494346,0,0,0,0
RBS,0,0,0,0,0,0,0,0.3186968838526912,0,0
RP,0,0,0,0,0,0,0,4.1784702549575075,0,7.765629380431735
TO,0,0,0,0,0,0,0,0,0,20.46537706756378
UH,0,0,0,0,0.41205812188245505,0,0,0,0,0
VB,0.5830903790087464,0,55.388634879163945,0.19536701088473346,2.4940360008674904,0.7673667205169629,0,0.84985835694051,6.750902527075812,0.8130081300813009
VBD,8.965014577259476,0.0561955605507165,5.421293272370999,0.8372871895060006,15.11602689221427,24.31340872374798,0,0.7436260623229463,41.11913357400722,0.897112419400056
VBG,6.122448979591836,0.2809778027535825,3.5271064663618548,1.0047446274072007,3.4482758620689653,14.983844911147012,0,1.451841359773371,0.9025270758122743,1.8783291281188674
VBN,3.279883381924198,0,1.9595035924232527,0.6698297516048004,0.3686835827369334,9.61227786752827,0,0.7436260623229463,0.9386281588447654,1.9904681805438744
VBP,0.21865889212827988,0,0.5878510777269758,0.2511861568518002,0.3903708523096942,1.17124394184168,0,0,12.743682310469314,0.3924866834875245
VBZ,1.239067055393586,0,0.13063357282821686,0.13954786491766677,0.23855996530036866,1.615508885298869,0,0.3895184135977337,6.209386281588448,0.224278104850014
WDT,0,0,0,0,0,0.16155088852988692,1.5777847901546227,0,0,0
WP,0,0,0,0,2.9711559314682283,0,1.92489744398864,0,0,0
WP$,0.21865889212827988,0,0,0,0,0,0,0,0,0
WRB,0,0,0,0,4.424202992843201,0,0,0.0708215297450425,0,0

Focus,33.9174531623316,76.29272069652316,56.87412500022009,44.56949752096919,34.02579446567655,37.06325920532904,70.04027999686753,65.07306545238876,49.10281610399522,61.51090930633325

Adjective,11.588921282798832,1.2924978926664794,1.2410189418680602,25.816355009768355,1.3012361743656475,8.279483037156703,0,9.313031161473086,0.5415162454873645,1.9624334174376226
Adverb,22.886297376093296,0.9834223096375386,0.7184846505551926,5.58191459670667,17.675124701800044,22.011308562197094,0.1577784790154623,2.4079320113314444,6.534296028880866,1.2054948135688253
Conjunction,0,2.191626861477943,0,0,22.966818477553677,0,0,0,0,0
Determiner,1.6763848396501457,74.76819331272829,0,0,0.8458035133376708,7.552504038772214,2.0511202272010096,0,0,0
GrammarOther,0,0,0,0,0,0.6058158319870759,2.398232881035027,4.1784702549575075,13.501805054151625,7.765629380431735
Noun,24.271137026239067,0.7305422871593145,13.716525146962768,59.78230533072844,11.27738017783561,7.229402261712439,14.326285894603977,75.53116147308782,1.7328519855595668,3.1679282310064476
Other,0,2.9221691486372574,0,1.1442924923248674,0.7373671654738669,0.08077544426494346,0.2840012622278321,1.0269121813031163,0.10830324909747292,0
Preposition,0.2915451895043732,0,9.013716525146963,0.08372871895060005,11.776187378009109,0,8.86715052066898,0,0,78.58144098682367
Pronoun,17.12827988338192,16.268614779432426,6.923579359895493,0,3.2530904359141184,0,68.98075102556012,0,0,0.224278104850014
Verb,20.408163265306122,0.337173363304299,67.01502286087525,3.097962601172202,22.055953155497722,52.46365105008077,0,4.1784702549575075,68.66425992779783,6.195682646481637

Focus,33.83541196281376,74.02269717910464,66.20779757539819,64.07398408538634,31.653185953148615,53.12305507864124,69.62117398729787,76.3520391974336,74.22420389483375,77.48478458383265

