Class,CLASS2645,CLASS2650,CLASS2654,CLASS2655,CLASS2659,CLASS2661,,Focus
CC,0,0.35702693930542034,2.455919395465995,0,15.532829405661774,0,,82.59423381291852
CD,0,0,0.9130982367758186,4.151159461780704,0,0.2748930971288943,,75.07829749064194
DT,80.20999045497932,0.4868549172346641,0.7241813602015114,0.572573718866304,1.5710686230917446,2.402769293422928,,91.98715252014597
EX,0,0,0,0,1.1264265599525713,0,,100.0
FW,0,0,0,0,0,0.020362451639177357,,100.0
IN,0,62.57708536189549,0.12594458438287154,0,11.04194456795613,3.7161474241498675,,78.12156625310352
JJ,0,1.8500486854917235,28.022670025188916,7.328943601488691,0.35571365051133835,3.889228263082875,,63.17638669261053
JJR,0,0,0.2204030226700252,2.318923561408531,0,0.17308083893300752,,83.0602009013317
JJS,0,0,0.8816120906801008,0.22902948754652158,0.029642804209278194,0.10181225819588678,,67.385905503226
MD,0,0,0,0,1.1560693641618496,3.1663612298920794,,72.78610373560923
NN,0.34998409163219857,0.2921129503407984,28.05415617128463,53.99370168909247,2.2083889135912256,6.24109142740786,,58.414882639274666
NNP,0,0.519311911716975,24.464735516372794,3.4640709991411396,2.578923966207203,6.2818163306862145,,60.52414559057146
NNPS,0,0,0.06297229219143577,0.057257371886630395,0,0.020362451639177357,,51.473228186560775
NNS,0.28635062042634424,0.551768906199286,6.958438287153652,11.651875178929288,0.6224988883948421,1.9547953573610264,,51.668158783157715
PRP,0,0,0,0,19.638357788646807,11.708409692526981,,66.21161578071812
PRP$,18.421889914094812,0,0,0,0,0.0916310323762981,,99.40725348582319
RB,0,1.1684518013631937,0.8816120906801008,2.7483538505582596,7.633022083889136,13.469761759315821,,49.60787565212452
RBR,0,0,0,0,0,0.040724903278354714,,100.0
RBS,0,0,0,0.2576581734898368,0,0,,100.0
RP,0,0,0,6.241053535642714,0,1.8020769700671961,,76.33832127968185
TO,0,0,0,0,0,7.432294848299735,,100.0
UH,0,0,0,0,0.2074996294649474,0.05090612909794339,,78.76169782193318
VB,0,0.8763388510223954,0,0.71571714858288,0.4891062694530902,11.728772144166157,,82.16643991859843
VBD,0,24.21291788380396,0.4722921914357683,1.002004008016032,19.949607232844226,5.976379556098554,,50.99134855042292
VBG,0.28635062042634424,2.6290165530671863,0.7556675062972292,0.71571714858288,1.052319549429376,6.485440847077988,,48.21496681180199
VBN,0,0.8114248620577734,0.34634760705289674,1.2024048096192386,0.6224988883948421,3.5837914884952147,,47.971125620444695
VBP,0,0.519311911716975,0.1889168765743073,0.11451474377326079,0.1926782273603083,4.031765424557117,,76.32017656433736
VBZ,0,0.42194092827004215,0.34634760705289674,0.37217291726309765,2.401067140951534,0.6821421299124415,,49.84620602190181
WDT,0,0,0,0,0.7410701052319549,0.040724903278354714,,93.88784691657494
WP,0,0,0,0,2.9346376167185415,0,,100.0
WP$,0,0,0,0,0,0.030543677458766037,,100.0
WRB,0,0,0,0,3.023566029346376,0.020362451639177357,,99.19942172040095

Focus,82.14910455174125,68.06054312530264,47.12274031574932,56.58529651643162,33.86442297657561,23.971532563412037

Adjective,0,1.8500486854917235,29.124685138539043,9.876896650443742,0.3853564547206165,4.1641213602117695,,60.23192552943256
Adverb,0,1.1684518013631937,0.8816120906801008,3.0060120240480965,10.656588113235513,13.530849114233353,,48.16047479944587
Conjunction,0,0.35702693930542034,2.455919395465995,0,15.532829405661774,0,,82.59423381291852
Determiner,80.20999045497932,0.4868549172346641,0.7241813602015114,0.572573718866304,2.3121387283236996,2.4434941967012827,,90.98805561059199
GrammarOther,0,0,0,6.241053535642714,2.282495924114421,4.968438199959276,,50.383032520287884
Noun,0.6363347120585428,1.3631937682570594,59.540302267002524,69.16690523904953,5.409811768193271,14.49806556709428,,50.33765598730936
Other,0,0,0.9130982367758186,4.151159461780704,0.2074996294649474,0.3461616778660151,,70.22010923184999
Preposition,0,62.57708536189549,0.12594458438287154,0,11.04194456795613,11.148442272449604,,70.21561308470442
Pronoun,18.421889914094812,0,0,0,22.572995405365347,11.830584402362046,,47.45936457066583
Verb,0.28635062042634424,29.470950989938334,2.1095717884130982,4.122530775837389,24.707277308433373,32.488291590307476,,39.143905618135264

Focus,80.51393288677525,67.19616822119464,64.92029781850654,68.80794164132938,29.989470617226083,32.22001262764629

