Class,CLASS2638,CLASS2640,CLASS2646,CLASS2648,CLASS2649,CLASS2650,CLASS2652,CLASS2654,CLASS2656,CLASS2657
CC,32.2140221402214,0,0,0,0.1563721657544957,8.796296296296296,0,0,0.32314923619271446,1.813953488372093
CD,0.33210332103321033,0,0,1.3036565977742447,0,0,0,2.6000920386562356,0.08813160987074031,0.813953488372093
DT,3.3579335793357936,1.4698677119059285,0.6674757281553397,54.213036565977745,0,6.944444444444445,22.073677956030895,4.210768522779568,0.6756756756756757,0
EX,0,0,0,0,0,0,0,0,0,1.7674418604651163
FW,0,0,0,0,0,0.102880658436214,0,0,0,0
IN,4.022140221402214,10.044096031357178,34.70873786407767,0.9220985691573927,1.016419077404222,14.454732510288066,8.526440879382056,1.2885411872986654,33.666274970622794,7.6976744186046515
JJ,3.5424354243542435,3.7236648701616852,12.5,2.7344992050874404,12.66614542611415,4.269547325102881,4.634581105169341,3.842613897837092,4.3478260869565215,6.209302325581395
JJR,0.11070110701107011,0.14698677119059284,0.24271844660194172,0.06359300476947535,0.1954652071931196,0.102880658436214,1.4854426619132501,0.5292222733548091,0.26439482961222094,0.09302325581395349
JJS,0.14760147601476015,0.09799118079372857,0,0.06359300476947535,0,0.8744855967078189,0,0.04601932811780948,0.2056404230317274,0.32558139534883723
MD,1.2546125461254614,0,0,0,1.1336982017200938,0,3.2679738562091507,1.79475379659457,1.4982373678025853,2.0232558139534884
NN,10.664206642066421,17.63841254287114,11.71116504854369,8.90302066772655,19.74198592650508,11.779835390946502,5.64468211527035,12.425218591808559,13.484136310223265,11.953488372093023
NNP,2.103321033210332,3.7236648701616852,2.669902912621359,4.769475357710652,5.9812353401094605,11.368312757201645,6.357694592988711,2.23193741371376,4.465334900117509,12.58139534883721
NNPS,0,0,0,0,0.1563721657544957,0,0.05941770647653001,0,0,0
NNS,2.5830258302583027,4.850563449289564,2.1237864077669903,1.399046104928458,3.244722439405786,4.526748971193416,1.2774806892453952,3.0602853198343305,3.525264394829612,4.023255813953488
PRP,14.944649446494465,26.555609995100443,2.669902912621359,4.197138314785374,8.209538702111024,1.5432098765432098,0.20796197266785502,9.2268752876208,0.05875440658049354,16.325581395348838
PRP$,0,0,3.5194174757281553,1.6852146263910972,0.3518373729476153,0,1.7528223410576353,0,7.314923619271445,3.7209302325581395
RB,3.8745387453874542,8.2312591866732,3.0946601941747574,2.575516693163752,14.5426114151681,2.674897119341564,8.229352346999406,10.653474459272894,8.871915393654524,2.953488372093023
RBR,0,0,0,0,0,0,0.05941770647653001,0.04601932811780948,0,0
RBS,0,0,0,0,0,0,0,0,0,0.20930232558139536
RP,2.730627306273063,0,0,0,0,6.0699588477366255,0,2.300966405890474,0,2.395348837209302
TO,0,0,0,0,0,0,0,16.79705476300046,0,0
UH,0,0,0,0,0.1954652071931196,0,0,0,0,0.32558139534883723
VB,2.3616236162361623,1.9598236158745712,3.337378640776699,5.1828298887122415,10.906958561376074,1.9032921810699588,2.3172905525846703,4.578923147722043,3.8190364277320796,4.465116279069767
VBD,8.78228782287823,11.758941695247428,1.820388349514563,2.9252782193958664,8.913213448006255,9.41358024691358,17.142008318478908,12.77036355269213,6.316098707403055,8.627906976744185
VBG,2.2509225092250924,2.8417442430181286,3.033980582524272,2.098569157392687,2.032838154808444,2.314814814814815,2.5549613784907903,4.049700874367234,4.259694477085781,2.511627906976744
VBN,0.9225092250922509,2.645761881430671,1.4563106796116505,0.7631160572337042,1.9155590304925725,0.6172839506172839,2.4658348187759955,1.4496088357109986,1.9388954171562869,1.6744186046511629
VBP,0.8487084870848708,0.5879470847623713,6.978155339805825,2.5437201907790143,0.8600469116497262,0.102880658436214,2.6143790849673203,0.5062126092959043,1.527614571092832,0.4418604651162791
VBZ,0.18450184501845018,0.9309162175404213,0.24271844660194172,0.5405405405405406,0.11727912431587179,6.481481481481481,0.267379679144385,0.7363092498849517,0.8519388954171562,0.5116279069767441
WDT,0.14760147601476015,0,3.033980582524272,0,0,0,0,0,0,0
WP,0,0,3.7014563106796112,0,0,0,4.010695187165775,0.04601932811780948,0,0
WP$,0,0,0,0,0,0,0,0,0.08813160987074031,0
WRB,0,0.09799118079372857,0,1.3036565977742447,3.1274433150899137,0.720164609053498,0,0,0,1.6046511627906976

Focus,37.37718903915977,35.282468939978855,38.69893075956563,55.34476655718786,31.037675050189378,25.919667633011684,30.872268162289828,27.43579893891971,37.87776800232146,25.894990895969194

Adjective,3.8007380073800734,3.9686428221460064,12.742718446601941,2.8616852146263914,12.86161063330727,5.246913580246914,6.120023767082591,4.41785549930971,4.81786133960047,6.627906976744185
Adverb,3.8745387453874542,8.329250367466928,3.0946601941747574,3.879173290937997,17.670054730258013,3.3950617283950617,8.288770053475936,10.699493787390704,8.871915393654524,4.767441860465116
Conjunction,32.2140221402214,0,0,0,0.1563721657544957,8.796296296296296,0,0,0.32314923619271446,1.813953488372093
Determiner,3.5055350553505535,1.4698677119059285,3.7014563106796117,54.213036565977745,0,6.944444444444445,22.073677956030895,4.210768522779568,0.6756756756756757,0
GrammarOther,3.985239852398524,0,0,0,1.1336982017200938,6.0699588477366255,3.2679738562091507,4.095720202485044,1.4982373678025853,6.186046511627907
Noun,15.350553505535055,26.212640862322388,16.504854368932037,15.071542130365659,29.124315871774826,27.674897119341562,13.339275103980986,17.71744132535665,21.474735605170387,28.558139534883722
Other,0.33210332103321033,0,0,1.3036565977742447,0.1954652071931196,0.102880658436214,0,2.6000920386562356,0.08813160987074031,1.1395348837209303
Preposition,4.022140221402214,10.044096031357178,34.70873786407767,0.9220985691573927,1.016419077404222,14.454732510288066,8.526440879382056,18.085595950299126,33.666274970622794,7.6976744186046515
Pronoun,14.944649446494465,26.555609995100443,9.890776699029125,5.882352941176471,8.56137607505864,1.5432098765432098,5.971479500891266,9.27289461573861,7.461809635722679,20.046511627906977
