Class,CLASS6560,CLASS12447,CLASS12481,CLASS12487,CLASS12492,CLASS12500,CLASS12502,CLASS12506,CLASS12508,CLASS12521,CLASS12522,CLASS12525,CLASS12527,CLASS12528,CLASS12529,CLASS12530,CLASS12531,CLASS12533,CLASS12536,CLASS12538,CLASS12540,CLASS12541,CLASS12542,CLASS12543,CLASS12544
CC,0,0,0,0,0,24.541884816753925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008750692763177085,0,0,0,61.92182335128638
CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55091480317871,0,8.161479450456495,0,0,0,0
DT,0,98.74829073314399,3.0888556266158664,99.7729782795435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.538255405655147,0,0,0,0,0,0.41839069831950254
EX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.301587301587302,0,0,0,0,0
FW,0,0,0,0,0,0,0,0,0,0.008280430582390284,0.023592556548408975,0,0,0,0,0,0,0,0,0,0.00583379517545139,0,0,0,0
IN,99.96252090180477,0,0,0,74.51670609960182,1.8123238018525976,0,0,0,0.008280430582390284,0.05603232180247132,0,0.014697236919459141,4.906327324142807,0.07317430118542367,98.35933494470079,0,0.03709473996587284,0.00693032711143966,0,0.02333518070180556,54.907522070866456,0.17328019407381737,0.007340392343970785,19.837729132474976
JJ,0,1.2156456145096095,0.5851136209008029,0.012271444348999877,0,0.8205799436165928,4.635272391505079,0,30.493729522087897,2.0452663538504003,0.144504408859005,0.02461322081575246,3.4881442288849698,4.966419229409685,0.1609834626079321,0,22.075606276747504,1.3094443207953113,1.9866937719460358,0.012698412698412698,2.56103608202316,0.21771261934246797,0.6411367180731242,16.50487218541831,0.09592935900695777
JJR,0,0,0,0,0,0.030205396697543293,0,0,2.327420630437239,0.02484129174717085,0,0,0,0,0,0,0,0,0.004620218074293107,0,0.00583379517545139,0,0,0.08074431578367865,0
JJS,0,0,0,0,0,0,0,0,0,0.1573281810654154,3.2911616385030524,0,0.0930825004899079,0.0671615411806292,0.19513146982779647,0,0,0.08902737591809481,0.24487155793753465,0.009523809523809525,0.06708864451769099,0.0039947269604122555,0.0375440420493271,0.11377608133154717,0.27854187374309425
MD,0,0,0,0,0,1.1880789367700362,0,0,0,0.270494065691416,49.29664690790056,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NN,0,0.0030053043621992817,29.765954551639677,0,0,3.2319774466371327,15.574022776238843,33.84016317448545,51.48005875042369,7.590394700524428,18.84160547347312,14.222925457102672,54.928473446991966,3.004595263343938,1.161032245475389,1.182890207280451,0,64.63758439053342,67.70698576972833,12.752380952380951,5.501268850450661,2.1152079255382894,2.105354357996881,39.43442276989705,0.9350223064654076
NNP,0,0.01652917399209605,48.49639406722003,0.024542888697999754,0,3.0507450664518725,70.44013542628501,0,0.8925545136142808,0.4692243996687827,0.07077766964522694,0.7208157524613221,0.09798157946306094,0.5196182396606575,0.2878189179959998,0.14282575258185015,0,0.8049558572594406,0.3280354832748106,0.7619047619047619,52.3437272117376,0.01997363480206128,0.20793623288858082,19.756665993797366,3.195719007882388
NNPS,0,0,0.013607293509320996,0,0,0,0,0.012361703442734408,0,0,0,0,0,0,0,0,0,0.2522442317679353,0.004620218074293107,0,0.04667036140361112,0,0,0.5211678564219258,0.005778877048611914
NNS,0.00576601510695958,0.0030053043621992817,2.667029527826915,0,0,0.2718485702778896,6.740535549399815,0.012361703442734408,0.20901593040334424,0.4471432514490754,0.017694417411306736,0.7841068917018283,39.4620811287478,0.4277129727819017,0.15122688911654228,0.007324397568300007,0,28.77068031753097,22.394197006098686,0.04126984126984127,1.5517895166700697,0.029960452203091917,0.040432045283890716,18.48494302020443,0.04391946556945054
PDT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.39588134060613,0,0.005776006469127246,0,0
