Class,CLASS6560,CLASS12447,CLASS12481,CLASS12487,CLASS12492,CLASS12500,CLASS12502,CLASS12506,CLASS12508,CLASS12521,CLASS12522,CLASS12525,CLASS12527,CLASS12528,CLASS12529,CLASS12530,CLASS12531,CLASS12533,CLASS12536,CLASS12538,CLASS12540,CLASS12541,CLASS12542,CLASS12543,CLASS12544
PRP,0,0,1.1634235950469451,0,0,0,0.3139427516158818,66.13511341862909,0,0,0,75.50632911392405,0,0,0,0,0,0,0,79.07936507936509,0.00583379517545139,1.9594135740822114,0,0,0
PRP$,0,0,0,0,0,0,0.012311480455524777,0,0,0,0,7.018284106891702,0,0,0,0,70.41369472182596,0,0,0,0,0,0,0,0
RB,0,0,0.7824193767859573,0,0,39.669754329440195,0.5601723607263773,0,7.778782058524461,1.2475848744134694,0.13860626972190274,1.6877637130801686,0.5437977660199883,2.067868504772004,0.34148007219864385,0,0,0.08160842792492025,0.12012566993162077,0.028571428571428574,1.2367645771956945,4.919506251747693,20.56258303009299,1.6515882773934267,5.604354961743834
RBR,0,0,0,0,0,0,0,0,3.8809174104620947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RBS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5044884635358706,0,0,0,0,0,0,0
RP,0,0,0.020410940263981495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.019414373027603,0,0,0
TO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.126193424679425,0,0,0
UH,0,0,0,0,0,0.22150624244865083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VB,0,0.0030053043621992817,11.845148999863927,0.04908577739599951,0,1.0571888844140154,0.09849184364419822,0,0.062139871200994234,29.205078664090532,0.34209206995193014,0,0.058788947677836566,2.1102863202545072,0.14634860237084735,0,0,0.011128421989761852,0.18249861393457772,0.012698412698412698,0.8692354811422571,0,71.12863166406747,0.2789349090708898,2.186727075194748
VBD,0,0.007513260905498204,0.06803646754660497,0.012271444348999877,0,1.9130084575110753,0.17851646660510925,0,0.0395435544006327,41.20342257797405,10.357132324751541,0,0.009798157946306094,41.57652880876635,37.17742328894092,0.007324397568300007,0,2.2256843979523704,0.15939752356311218,0,9.199894991686843,0.12783126273319217,2.004274244787154,0.1009303947295983,0.0023115508194447654
VBG,0.02018105287435853,0.0030053043621992817,1.0001360729350932,0.1104429991409989,0,7.984293193717278,0.8310249307479225,0,1.1750084736188002,3.4584598399116753,0.06193046093957357,0.017580872011251757,0.17146776406035666,1.0109579356663132,0.04878286745694912,0.2746649088112503,0,1.0720379850137252,1.2359083348734061,0,0.9888282822390105,0.5492749570566852,0.18194420377750822,0.8845172774484796,0.7593444441876054
VBN,0,0,0.4898625663355558,0,0,0.025171163914619415,0.47399199753770394,0,1.6495311264263925,7.579354126414574,0.05603232180247132,0.017580872011251757,0.720164609053498,34.47507953340403,0.06829601443972877,0,0,0.17805475183618963,0.5243947514322677,0,0.574628824781962,0,0.1155201293825449,2.163580643385389,0
VBP,0,0,0,0.018407166523499816,0,0.06544502617801047,0,0,0,3.4142975434722604,15.889586835353445,0,0.009798157946306094,1.2442559208200779,15.922727937948192,0.010986596352450011,0,0.014837895986349135,0,0,0.09042382521949655,0,2.6829550049096054,0.012845686601948875,0.01618085573611336
VBZ,0.01153203021391916,0,0.013607293509320996,0,0.011541346875180334,0.11075312122432542,0.14158202523853494,0,0.011298158400180771,2.8705492685619656,0.8670264531540298,0,0.39192631785224374,3.616118769883351,44.26557393043563,0.007324397568300007,0,0.011128421989761852,0.004620218074293107,0,0.3558615057025348,0.0039947269604122555,0.11263212614798128,0.0036701961719853926,0.025427059013892417
WDT,0,0,0,0,25.471752553522997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP,0,0,0,0,0,9.84192509061619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8830124130279005
WP$,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12339514978602,0,0,0,0,0,0,0,0
WRB,0,0,0,0,0,4.163310511478051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.787476017660248
