Class,CLASS12537,CLASS12546,CLASS12547,CLASS12549,CLASS12550,CLASS12555,CLASS12556,CLASS12557,CLASS12558,CLASS12559
CC,0,0,49.305350530160524,0,0,0,0,0,0.0024154200415452244,0
CD,4.721503211580864,0,0,0,0,0,0,2.3801624771383607,0,0
DT,0.5584315981209855,0,0.3053589654910628,0,0,0.557698449745719,0,69.73501765131215,0,0
EX,0,4.786082903279508,0,0,0,0,0,0,0,0
FW,0,0,0,0,0,0,0.006487082596779163,0,0.0016102800276968164,0.007523322299127295
IN,0,0,25.933580207340423,0.014624872032369717,0.016841777973545455,0.004913642729037172,0.05189666077423331,0,71.96985555788152,0.842612097502257
JJ,1.7208321349822646,0,0.11472049532260922,27.268073904353336,4.568008394978559,1.5121735498611895,0.10379332154846661,6.793415847900983,0.08937054153717332,3.1082068698680194
JJR,0.009586808551433228,0,0,0.014624872032369717,0.04922981253805594,0.002456821364518586,0,0,0,0.4567731395898714
JJS,0.25405042661298055,0,0.2049785320837797,0.014624872032369717,0.12825661687546153,0.007370464093555758,1.8585491639772305,0,0.012882240221574531,0.11070031383001591
MD,0,0,0.19907380070688072,0,0,0,27.109518171940124,0,0,0.10532651218778212
NN,60.7324321733295,19.74779424005327,1.020674995149685,48.120703943840496,56.20360414048634,15.476746185784831,10.726391073774346,0.42363149164221003,0.9041722355517624,5.016981213189458
NNP,0.3834723420573291,0.5119027800898951,2.514572033505133,5.023643543118998,11.73483268341344,39.5044591307766,0.13136342258477804,0.03402662583471566,3.7712758248659437,0.7534069902411763
NNPS,0.011983510689291535,0,0.004217665269213574,0.36318432213718127,0.25910427651608386,0.019654570916148688,0,0,0.0032205600553936327,0
NNS,29.860511935576646,0.031213584151822876,0.0632649790382036,13.021011066153171,23.2895878946482,2.644768198904258,0.027570101036311443,0.008506656458678916,0.027374760470845878,0.25471819784188127
PDT,0,0,0,0,0,0,0,0,4.5256920178419024,0.002149520656893513
PRP,0,74.1010487764275,0,0,0,27.859125862958507,0,0,0,0
PRP$,0,0,0,0,0,0.002456821364518586,0,18.493471141167962,0,0
RB,0.14380212827149844,0.018728150491093724,8.555112232072814,1.401550236435431,0.7811993936959929,5.12492936638577,11.63133909602504,0.30709029815830885,1.627187967987633,2.0764369545591332
RBR,0,0,0,1.6745478477063325,0,0,0,0,0,0
RBS,0,0,0,0,0.17619090803093707,0,0,0,0,0
RP,0,0,0,0,0,0.003685232046777879,0,0,3.232637155601359,0
TO,0,0,0,0,0,0,0,0,10.934606528075232,0
UH,0,0,0.032897789099865876,0,0,0.006142053411296465,0,0,0,0
VB,0.1653724475122232,0.0083236224404861,1.8068478013310951,0.09262418953834153,0.16323569420513287,2.411370169274992,0.3194888178913738,0.005954659521075241,0.1167453020080192,38.35819612226474
VBD,0.18933946889080627,0.7824205094056933,0.005904731376899004,1.5331740847267585,0.050525333920636364,1.9433456993342015,18.085986279820307,0.005954659521075241,2.0031883544548394,28.52306435664847
VBG,0.6447128750838846,0.00416181122024305,0.4116441302752448,0.7726807390435334,1.0636230550985244,2.361005331302361,0.08433207375812912,0.02126664114669729,0.43155504742274686,2.1452216155797257
VBN,0.5871920237752852,0.00416181122024305,0,0.6678691561448837,1.3887989221262098,0.38326413286489935,0.05838374337101247,0,0.012882240221574531,13.825716865139073
VBP,0,0.00416181122024305,0.015183594969168867,0.012187393360308097,0.002591042765160839,0.029481856374223032,14.002367785147824,0,0.03220560055393633,2.7105455483427194
VBZ,0.009586808551433228,0,0.02614952466912416,0.004874957344123239,0.12177900996255943,0.14249563914207797,15.502505635653005,0,0.2995120851516079,1.7002708396027684
WDT,0,0,3.7233548996617434,0,0,0,0,0,0,0
WP,0,0,2.293566373398342,0,0,0,0,0,0,0
WP$,0,0,0,0,0,0,0,0.26795967844838586,0,0
WRB,0,0,3.4618596529705017,0,0,0,0,0,0,0

Adjective,1.9844693701466785,0,0.3196990274063889,27.29732364841808,4.745494824392076,1.5220008353192638,1.962342485525697,6.793415847900983,0.10225278175874784,3.6756803232879065
Adverb,0.14380212827149844,0.018728150491093724,12.016971885043315,3.0760980841417638,0.95739030172693,5.12492936638577,11.63133909602504,0.30709029815830885,1.627187967987633,2.0764369545591332
Conjunction,0,0,49.305350530160524,0,0,0,0,0,0.0024154200415452244,0
Determiner,0.5584315981209855,0,4.028713865152806,0,0,0.557698449745719,0,69.73501765131215,0,0
GrammarOther,0,4.786082903279508,0.19907380070688072,0,0,0.003685232046777879,27.109518171940124,0,7.758329173443261,0.10747603284467563
Noun,90.98839996165276,20.290910604294986,3.6027296729622353,66.52854287524985,91.48712899506407,57.64562808638184,10.885324597395435,0.4661647739356046,4.706043380943946,6.025106401272516
Other,4.721503211580864,0,0.032897789099865876,0,0,0.006142053411296465,0.006487082596779163,2.3801624771383607,0.0016102800276968164,0.007523322299127295
Preposition,0,0,25.933580207340423,0.014624872032369717,0.016841777973545455,0.004913642729037172,0.05189666077423331,0,82.90446208595675,0.842612097502257
Pronoun,0,74.1010487764275,2.293566373398342,0,0,27.861582684323025,0,18.761430819616347,0,0
Verb,1.5962036238136326,0.8032295655069086,2.2657297826215324,3.0834105201579485,2.7905530580782236,7.270962828292755,48.05306433564165,0.033175960188847775,2.8960886298127244,87.2630153475775
