Class,CLASS12534,CLASS12535,CLASS12548,CLASS12551,CLASS12553,CLASS12554,CLASS12556,CLASS12557,CLASS12558,CLASS12559
CC,77.27790679225144,0,8.956622388800088,0,0.004248208672009969,0,0,0,0,0
CD,0,0,0,0,3.9621626214279644,0,0,2.021653240289394,0,0
DT,0,0,0.6650866266144886,0,0,73.02544346891237,0,0.23910924111036996,0.3811829760083762,0.43976055328464325
EX,0,4.680599930808523,0,0,0,0,0,0,0,0
FW,0,0,0,0.003480379361350387,0,0,0,0,0.0016359784378041898,0.008717720219299096
IN,13.270060147990018,0,37.46164728361719,0.027843034890803097,0.004248208672009969,0,0.004355527163971079,2.862127353891939,71.58959844909243,1.0180359944981499
JJ,0.06779269858212293,2.2650033578216893,0.3196825221848647,0.06090663882363178,2.6112322637287946,5.551872424296721,18.693922587763872,2.137616091128329,0.017995762815846087,3.3514791065305407
JJR,0,0,0.011023535247753955,0.003480379361350387,0.004248208672009969,0,0.06388106507157583,0.004104879675714506,0,0.40295240124760257
JJS,0,0,0.4501276892832865,1.8689637170451578,0.009912486901356595,0,0.09146607044339267,0.16009030735286572,0.015541795159139803,0.1559503283674616
MD,0,0,0.43359238641165554,29.089010702166533,0,0,0,0,0,0.09492628683236792
NN,0.07933188131950554,19.300352062516534,2.6493229712102004,11.14765509440529,17.33552352091535,0.004479483963447411,42.87871308690728,60.613679511519315,0.8220791649966053,5.258722563397199
NNP,0.3288667080154048,0.565742078593378,5.886567822300612,0.06960758722700774,35.69203319267042,0.007167174341515857,15.508580388513025,5.021294063317769,5.24003893628682,1.1885158565644434
NNPS,0,0,0.003674511749251318,0,0.022657112917386504,0,0.4950782543047127,0.011288419108214891,0.0032719568756083795,0.004843177899610608
NNS,0.0028847956843456564,0.08547182482345998,0.07900200260890333,0.012181327764726354,2.9765782095216515,0.0035835871707579287,16.234501582508205,25.215249627995277,0.03926348250730055,0.3080261144152347
PDT,0,0,0,0,0,0,0,0,4.59955337788648,0
PRP,0,72.467897189605,0,0,32.038573734741846,0,0,0,0.0016359784378041898,0.05036905015595032
PRP$,0,0,0,0,0,19.47679627306934,0,0,0.0016359784378041898,0
RB,6.26866102208311,0.6227232951423513,16.75944808833526,12.384929957365353,2.0334758843354384,0.0017917935853789643,1.6275153169371934,0.21653240289394018,1.028212448159933,2.0622251496541972
RBR,0,0,0,0,0,0,0.9974157205493772,0,0,0
RBS,0,0,0,0,0,0,0,0.1395659089742932,0,0
RP,0,0,0,0,0.004248208672009969,0,0,0,3.284226713891911,0
TO,0,0,0,0,0,0,0,0,11.109111581909351,0
UH,0,0,0.080839258483529,0,0,0,0,0,0,0
VB,2.6323760619654113,0.008140173792710474,0.5254551801429386,0.2958322457147829,0.30728709394205445,0.0053753807561368935,0.21777635819855398,0.08928113294679049,0.13660419955664985,36.293806544101976
VBD,0,0,0.8377886788293005,18.383363786652744,2.027811606106092,0.0017917935853789643,0.9988675629373676,0.12930370978500694,1.181176432094625,27.301962455684926
VBG,0.06058070937125878,0,4.047474691800327,0.03480379361350387,0.5508510578039593,0.026876903780684466,1.125177850692529,0.7696649391964698,0.42617238304799143,1.6447432147077625
VBN,0.0028847956843456564,0.004070086896355237,0.05695493211339543,0.036543983294179065,0.28038177235265793,0.00806307113420534,1.0351636226371264,0.2298732618400123,0.057259245323146635,13.125980743524671
VBP,0.0028847956843456564,0,0.029396093994010546,13.627425389367442,0.008496417344019938,0,0.01016289671593252,0.009235979270357637,0.009815870626825138,3.2584900908580177
VBZ,0.0028847956843456564,0,0.10104907310441126,12.632036892021231,0.1231980514882891,0,0.01016289671593252,0.1282774898660783,0.05235131000973407,4.030492648055948
WDT,0,0,8.10964743059766,0,0,0,0,0,0,0
WP,0,0,4.995498723107167,0,0,0,0,0,0,0
WP$,0,0,0,0,0,0.28220748969718684,0,0,0,0
WRB,0,0,7.540098109463705,0,0,0,0,0,0,0

Adjective,0.06779269858212293,2.2650033578216893,0.7808337467159052,1.93335073523014,2.625392959302161,5.551872424296721,18.84926972327884,2.301811278156909,0.03353755797498589,3.910381836145605
Adverb,6.26866102208311,0.6227232951423513,24.299546197798968,12.384929957365353,2.0334758843354384,0.0017917935853789643,2.6249310374865704,0.3560983118682334,1.028212448159933,2.0622251496541972
Conjunction,77.27790679225144,0,8.956622388800088,0,0.004248208672009969,0,0,0,0,0
Determiner,0,0,8.774734057212148,0,0,73.02544346891237,0,0.23910924111036996,0.3811829760083762,0.43976055328464325
GrammarOther,0,4.680599930808523,0.43359238641165554,29.089010702166533,0.004248208672009969,0,0,0,7.883780091778391,0.09492628683236792
Noun,0.41108338501925595,19.951565965933373,8.618567307868968,11.229444009397023,56.0267920360248,0.015230245475721195,75.11687331223322,90.86151162194058,6.104653540666335,6.760107712276487
Other,0,0,0.080839258483529,0.003480379361350387,3.9621626214279644,0,0,2.021653240289394,0.0016359784378041898,0.008717720219299096
Preposition,13.270060147990018,0,37.46164728361719,0.027843034890803097,0.004248208672009969,0,0.004355527163971079,2.862127353891939,82.69871003100178,1.0180359944981499
Pronoun,0,72.467897189605,4.995498723107167,0,32.038573734741846,19.759003762766525,0,0,0.0032719568756083795,0.05036905015595032
Verb,2.701611158389708,0.012210260689065711,5.598118649984382,45.010006090663886,3.298025999037072,0.042107149256405664,3.397311187897442,1.3556365129047154,1.863379440658972,85.65547569693331
