Class,CLASS6509,CLASS12483,CLASS12487,CLASS12492,CLASS12498,CLASS12505,CLASS12507,CLASS12511,CLASS12513,CLASS12515,CLASS12519,CLASS12526,CLASS12528,CLASS12531,CLASS12533,CLASS12534,CLASS12535,CLASS12536,CLASS12537,CLASS12538,CLASS12539,CLASS12541,CLASS12542,CLASS12543,CLASS12544
CC,0,0,0,0,21.37876595184844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010571569525688914,0,0,64.21901782396586,0
CD,0,17.27267115254028,0,0,0,0,0,0,0,0,0,0,0,0,0,6.496718662401478,0,0,0,0,0,0,0,0,0
DT,0,75.22686585591704,0,0,0,0,0,0,0,98.78274900567578,0,0,0,0,0,0.7683936285987535,0,1.1224565480752589,0,0,0,0,0,0.4339122825943639,0
EX,0,0,0,0,0,0,0,0,0,0,0,0,8.364244672339806,0,0,0,0,0,0,0,0,0,0,0,0
FW,0,0,0,0,0,0,0,0,0,0,0,0.012012733497507358,0,0,0,0,0,0.007417113753801271,0,0.012957983737730407,0.007047713017125943,0,0,0,0
IN,99.9682832593276,0,74.49950960595396,0,1.5699688637459983,0.08267276175655304,0,0,0,0,0,0.054057300738783114,0,0,0.015376729882111737,9.164660488737923,0,0.029668455015205084,0,4.684311121189543,53.63309606032842,0.033448172057397065,61.64836640811255,20.14335886463615,0
JJ,0,4.203963207605408,0,1.422849285586178,0.6841205104591501,0.13130379808393716,0,25.53729456384324,0.019308746862328634,1.1507268120762622,0,0.13514325184695777,0.014546512473634447,13.011920784464525,3.8954382368016405,2.196352603634205,3.025320618217692,0.6823744653497169,20.60860300972167,0.8131134795425831,0.014095426034251885,0.3277920861624912,0.18468150834424635,0.0970908698622748,15.497859547073626
JJR,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0817150547971544,0,0.006595653464366982,0,0.004944742502534181,0,0.006478991868865204,0,0.013379268822958826,0,0,0.732002222149603
JJS,0,0,0.011538683436219927,0.017935075028397203,0.008770775775117309,0.18479793804405972,0,0.012040214315814821,0,0,0,3.3035017118145236,0,0.2018842530282638,0.097385955920041,0.356165287075817,0,0.027196083763937992,0,0.18465126826265832,0.05638170413700754,0.07358597852627355,0,0.2888753041581263,0.10130387895820399
MD,0,0,0,0,1.0349515414638424,0,0,0,0,0,0,50.201213286083245,0,0,0,0,0,0.24229238262417485,0,0,0,0,0,0,0
NN,0,2.90141366751034,0,12.841513720332395,2.3067140288558523,1.5124252297816467,46.917315609344776,61.27265065318163,15.180536783162774,0,0,19.190341762268005,0.09818895919703251,6.022880215343203,54.07483341875962,55.08030208092867,31.493826791426265,6.586397013375528,0,3.939227056270044,0.10219183874832617,71.05395190152858,1.806520936167355,0.9565248660505591,41.11140158818339
NNP,0.005766680122253618,0,0,70.12614336103306,4.525720299960532,0.3987744978845499,0,0.7705737162121485,0.7800733732380769,0.016984897595221583,0,0.03904138386689891,0.9055204014837442,0.9469332820611421,0.40492055356227574,0.4419087821125878,55.80102239095991,1.1125670630701907,0,0.42437396741067085,18.89139474240609,0.22075793557882062,0.08394614015647561,3.34424107303391,17.641580340511748
NNPS,0,0,0,0.05978358342799068,0.008770775775117309,0,0.00992014285005704,0,0,0,0,0,0,0.009613535858488752,0,0,0,0.009889485005068362,0,0,0.014095426034251885,0.22410275278456032,0,0.005993263571745358,0.46240318943825365
NNS,0.005766680122253618,0,0,2.953309021342739,0.15787396395211156,0.06322034722559938,0,5.7672626572753,0.06564973933191735,0,0,0,0.0072732562368172235,0.8604114593347433,39.26191696565864,23.896052501401577,6.475142746106245,0.34613197517739264,0,0.025915967475460815,0.05638170413700754,26.571227882396226,0.3458580974446795,0.06472724657484986,18.264109016045225
PDT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006478991868865204,19.807597434632463,0,0,0,0
PRP,0,0,0,0.011956716685598135,0,0,53.07276424780517,0,82.09306815987642,0,0,0,90.5884064295585,0,0,0,0.663657289767122,0,0,0,0,0,2.009670595346026,0,0
PRP$,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.37981089359435,0,0.007047713017125943,0,0,0,0
RB,0,0.3827396752885981,0,1.584264960841753,47.06398280927948,0.33069104702621216,0,2.2635602913731865,1.8613631975284803,0,50.20234291799787,0.17718781908823353,0,7.758123437800422,0.5945668887749872,0.15170002968044058,0.6666467370183253,0.7070981778623878,0,0.2559201788201756,0.21495524702234126,0.013379268822958826,4.146939323729895,2.3289822239802462,1.7809875494264893
RBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1225123361981635
RBS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45489513998060005,0,0,0
RP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.740875054564992,0,0.0049018005947518055
TO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.801450589301904,0,0
UH,0,0,0,0,0.1929570670525808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VB,0,0,0,1.327195552101393,0.16664473972722887,0.4765841560083645,0,0,0,0.005661632531740527,49.797657082002125,0.2943119706889303,0.014546512473634447,0.5191309363583926,0.04613018964633521,0.2143587375919269,0.1823562823233984,35.523030138205556,0,51.65700217046228,0.7118190147297202,0.013379268822958826,0,2.3985040814124923,0.22711676089016697
VBD,0,0,0,7.735995695581993,1.6576766214971714,37.38754072849292,0,3.569923544639095,0,0.009907856930545923,0,10.418043125713256,0,15.900788309940397,0.04613018964633521,0.2605283118424958,0.21225075483543096,39.62716641530892,0,27.509799475201657,4.757206286560011,0.016724086028698532,0.02518384204694268,0.005993263571745358,0.17483088787948106
