Class,CLASS6498,CLASS12466,CLASS12487,CLASS12489,CLASS12496,CLASS12511,CLASS12512,CLASS12516,CLASS12518,CLASS12524,CLASS12525,CLASS12527,CLASS12528,CLASS12529,CLASS12530,CLASS12531,CLASS12532,CLASS12535,CLASS12536,CLASS12539,CLASS12540,CLASS12541,CLASS12542,CLASS12543,CLASS12544
CC,0,24.018327831699267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008883361463977968,0,66.60367976131279,0,0
CD,0,0,17.24605522682446,0,0,0,0,8.529246222453132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DT,0,1.7835148051436174,75.11094674556213,98.75060135268981,0,0,0,1.0087890202190761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7638725308745836,0
EX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.247274813539873,0,0,0,0,0,0,0,0,0,0
FW,0,0,0,0,0,0,0,0,0,0.014068655036578503,0,0.01201923076923077,0,0,0,0,0,0,0,0,0.005922240975985313,0,0,0.0067301544570447895,0
IN,99.9682832593276,8.572695472237276,0,0,74.52530732382986,0.09939863823865613,0,12.018876910421266,2.274197025220953,0.023447758394297507,0.04099872903939978,0.0390625,0.3054141601110597,0,0,99.60090975410891,0.035007001400280055,0,0,0,58.60945781883865,30.721910018953878,19.629537543510693,0.1379681663694182,0.00394669332877271
JJ,0,0.25619549687145887,4.197485207100591,1.1531822169397516,0,0.11927836588638736,0,2.680001731826644,3.24782639936768,0.42674920277621464,1.9515395022754296,0.15625,1.1383618695048587,0.08649080203586042,0.02151462994836489,0,3.625725145029006,0.40608178298234016,1.5004527228042943,22.074031809428714,0.023688963903941252,0.5486649153725933,0.10069617105917454,4.234949692095434,18.074539881336086
JJR,0,0,0,0,0,0,0,0.0259773996622938,0,0,0,0,0,0,0,0,0,0,0.025869874531108523,0,0,0,0,0.021873001985395567,0.5920039993159065
JJS,0,0,0,0,0,0.09939863823865613,0,0.4546044940901416,0,0.09848058525604951,0.09019720388667951,3.284254807692308,0.027764923646459973,0.13306277236286218,0,0,0.09501900380076014,0.014165643592407216,0.008623291510369507,0,0.047377927807882504,0,0.3020885131775236,0.1160951643840226,0.08682725323299961
MD,0,1.1627334088781593,0,0,0,0,0,0,0,0.4595760645282311,0,50.22836538461538,0,0,0,0,0,0,0,0,0,0,0,0,0
NN,0,1.936246735970833,3.05103550295858,0.005659790021790192,0,1.1232046120968142,46.921970335830146,54.22782179503831,21.660559028526265,5.6743575314199965,72.91213972366857,19.176682692307693,3.3919481721425266,13.692159276138518,0.10757314974182443,0.008582585933141656,54.44088817763553,72.85390499575031,11.451731125770706,0.0071321589045003925,0.21320067513547125,3.5181059422072956,0.9845847836897067,4.07510852374062,42.04807072474445
NNP,0.005766680122253618,6.360545893481795,0,0.04103347765797889,0,0.3180756423636996,0,0.5108888600251115,64.9816770855788,0.27668354905271053,0.4591857652412775,0.0811298076923077,0.35631652012956966,0.7717640797046006,0.8856855995410213,0.06007810153199159,0.3250650130026005,0.12749079233166494,53.96886991764757,0,17.648278108436234,0.006650483822698102,2.0636499254102434,1.1306659487835247,14.351492507860497
NNPS,0,0.014780509434891856,0,0,0,0,0,0,0,0,0.03279898323151983,0,0,0,0,0,0,0.009443762394938144,0.06898633208295606,0,0.011844481951970626,0,0.002486325211337643,0.0033650772285223948,0.4499230394800889
NNS,0.005766680122253618,0.12809774843572944,0,0,0,0.0745489786789921,0,18.322725895137896,4.623841345117482,0.18289251547552052,23.065884957566315,0.018028846153846156,0.03701989819527996,0.7451515252320282,0.032271944922547334,0,39.467893578715746,25.22901123807725,2.578364161600483,0,0.05626128927186048,0.03657766102483955,0.052212829438090504,0.4812060436787024,16.64715246076329
PDT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.644458263006722,0,0,0.0033650772285223948,0
PRP,0,0,0,0,0,0,53.07802966416985,0,0.7975856865703815,0,0,0,0,74.69811383520175,89.32157200229489,0,0,0,0.008623291510369507,0,0,0,0,0,0
PRP$,0,0,0,0,0,0,0,0,0.0071854566357692036,0,0,0,0,6.639832340906823,0,0,0,0,0,70.40867270522787,0,0,0,0,0
RB,0,40.4739616692122,0.3821499013806706,0,0,0.24849659559664034,0,0.22080789712949733,0.7616584033915355,0.7362596135809416,0.02049936451969989,0.17728365384615385,0.3146691346598797,3.21013938325405,0.007171543316121629,0,0.5701140228045609,0.033053168382283504,12.378734963135429,0,0.1095614580557283,6.564027533003027,2.4129786176031827,13.584816771544908,2.871877178903609
RBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9037927722889506
RBS,0,0,0,0,0,0,0,0,0,0,0.557582714935837,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012934937265554261,0,0,13.350846274066438,0,0,0
TO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.160110398031456,0,0,0
UH,0,0.1921466226535941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021558228775923772,0,0,0,0,0,0
VB,0,0.8523427107454304,0,0.005659790021790192,0,0.4423239401620198,0,0.26410356323332035,0.05029819645038442,8.92421684486963,0,0.30649038461538464,80.97639981490052,0,0.014343086632243257,0,0.04500900180036007,0.033053168382283504,3.276850773940413,0,0.9653252790856061,0,2.2799602187966186,29.361981357472157,0.19075684422401432
VBD,0,0.00985367295659457,0,0.00707473752723774,0,38.01500919437404,0,0.32471749577867254,0.14011640439749945,59.47758394297505,0.008199745807879957,10.420673076923077,6.112910689495604,0,1.3482501434308662,0,0.11502300460092017,0.009443762394938144,6.187211658690122,0,4.184063249533623,0.05652911249293386,0.011188463451019393,23.09957263519198,0.8551168879007538
VBG,0.020183380427887667,0.5222446666995123,0.01232741617357002,0.036788635141636244,0,0.0695790467670593,0,1.065073386154046,1.0347057555507653,5.219471018570625,0.8486736911155754,0.018028846153846156,0.24988431281813975,0.009979707927214664,0.014343086632243257,0.3218469724928121,0.12002400480096019,1.199357824157144,6.84689345923339,0,1.2525539664208936,0.019951451468094305,0.4798607657881651,1.4772689033213313,0.944575270019602
VBN,0,0,0,0,0,0,0,0.33770619560981946,0.33053100524538337,7.587694616394673,0.012299618711819933,0.06610576923076923,0.3054141601110597,0,0,0,0.7401480296059212,0.05194069317215979,1.0132367524684172,0,0.06514465073583844,0.009975725734047152,0,18.570178685600837,1.9549287621854157
VBP,0,0.00985367295659457,0,0,0,16.087669598926492,0,0,0.0071854566357692036,5.500844119302195,0,14.654447115384617,6.612679315131883,0,0,0,0,0.01888752478987629,0.10779114387961886,0,0.026650084391933906,0,0.019890601690701143,0.7739677625601508,0.017102337758015076
VBZ,0,0,0,0,0,43.303016748670544,0,0.008659133220764602,0.08263275131134584,5.3976739823672855,0,0.8052884615384615,0.17121702915316983,0.013306277236286218,0,0,0.4100820164032806,0,0.543267365153279,0,0.12732818098368423,0.006650483822698102,0.031079065141720534,2.1536494262543324,0.005262257771696946
WDT,0,0,0,0,25.47469267617014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP,0,9.631965315071193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9497762307309796,0,0
WP$,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.123315027458812,0,0,0,0,0
WRB,0,4.074493767551855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.073843858776728,0,0

Adjective,0,0.25619549687145887,4.197485207100591,1.1531822169397516,0,0.21867700412504348,0,3.160583625579079,3.24782639936768,0.5252297880322642,2.041736706162109,3.440504807692308,1.1661267931513186,0.21955357439872258,0.02151462994836489,0,3.720744148829766,0.4202474265747474,1.5349458888457723,22.074031809428714,0.07106689171182376,0.5486649153725933,0.40278468423669817,4.372917858464851,18.753371133884993
Adverb,0,44.54845543676406,0.3821499013806706,0,0,0.24849659559664034,0,0.22080789712949733,0.7616584033915355,0.7362596135809416,0.5780820794555369,0.17728365384615385,0.3146691346598797,3.21013938325405,0.007171543316121629,0,0.5701140228045609,0.033053168382283504,12.378734963135429,0,0.1095614580557283,6.564027533003027,6.486822476379911,13.584816771544908,3.7756699511925595
